Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
مد رجولك على قد لحافك,اكتفي بما عندك أو لا تتوهم شيئا فوق استطاعتك.,Central,"المهمة: حدد أين يُستخدم هذا التعبير بشكل شائع.
السؤال: في أي منطقة من السعودية يُعرف التعبير 'مد رجولك على قد لحافك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها
الإجابة الصحيحة: أ","المهمة: اشرح كيف يعكس التعبير الثقافة السعودية.
السؤال: هل يعكس تعبير 'مد رجولك على قد لحافك' التقاليد السعودية؟
الخيارات:
أ) نعم، لأنه يشجع على الاعتدال
ب) لا، لأنه ينم عن الخمول
ج) لا، لأنه لا يعبر عن القيم الأسرية
د) نعم، لأنه يعكس الحياة الفاخرة
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب للاستخدام.
السؤال: في أي موقف يمكن استخدام التعبير 'مد رجولك على قد لحافك'؟
الخيارات:
أ) عند الحديث عن خطط السفر
ب) عند المناقشة حول الميزانية الشخصية
ج) عند الاستعداد للامتحانات
د) عند تنظيم حفلة كبيرة
الإجابة الصحيحة: ب","المهمة: أكمل الجملة التالية.
السؤال: يقولون 'مد رجولك على قد ________' للإشارة إلى الاكتفاء.
الخيارات:
أ) لحافك
ب) حلمك
ج) طموحك
د) عملك
الإجابة الصحيحة: أ","المهمة: حدد صحة العبارة التالية.
السؤال: التعبير 'مد رجولك على قد لحافك' يشجع الناس على الطموح المستمر.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد معنى التعبير 'مد رجولك على قد لحافك'.
السؤال: ما معنى التعبير 'مد رجولك على قد لحافك'؟
الخيارات:
أ) اترك الأمور تتدبر نفسها
ب) استعد للشيء بشكل جيد
ج) اكتفي بما عندك
د) احلم بأشياء كبيرة
الإجابة الصحيحة: ج"
من جرف لدحديرة، يا قلبي لا تحزن,يخرج من مصيبة ليدخل في مصيبة أخرى.,Western,"المهمة: حدد المنطقة الأكثر ارتباطاً بالمثل.
السؤال: في أي منطقة سعودية يُستخدم المثل 'من جرف لدحديرة، يا قلبي لا تحزن' بشكل عام؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) أبها
الإجابة الصحيحة: ب","المهمة: حدد التفسير الثقافي للمثل.
السؤال: ما دلالة المثل 'من جرف لدحديرة، يا قلبي لا تحزن' على الثقافة السعودية؟
الخيارات:
أ) يشير إلى أن الحياة مليئة بالتحديات.
ب) يعبر عن التفاؤل الدائم.
ج) يشير إلى النجاح المستمر.
د) يتحدث عن أهمية العائلة.
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب للمثل.
السؤال: في أي موقف يمكن استخدام المثل 'من جرف لدحديرة، يا قلبي لا تحزن'؟
الخيارات:
أ) عند فقدان وظيفة.
ب) عند تلقي خبر جيد.
ج) عند الحديث عن النجاح.
د) عند البدء في مشروع جديد.
الإجابة الصحيحة: أ","المهمة: أكمل الجملة باستخدام كلمة صحيحة.
السؤال: المثل يعني أن الشخص _____ من مصيبة ليدخل في مصيبة أخرى.
الخيارات:
أ) يخرج
ب) يدخل
ج) يعيش
د) يتجنب
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: المثل 'من جرف لدحديرة، يا قلبي لا تحزن' يعني أن الشخص يشكر الله في كل الأحوال.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمثل.
السؤال: ما معنى المثل 'من جرف لدحديرة، يا قلبي لا تحزن'؟
الخيارات:
أ) يخرج من مصيبة ليدخل في مصيبة أخرى.
ب) يعيش في سعادة دائمة.
ج) يتجنب المشاكل دائماً.
د) يسعد بالحياة
الإجابة الصحيحة: أ"
من طق الباب لقى الجواب,لكل فعل ردة فعل مساوة له بالمقدار و معاكسة له بالاتجاه,Central,"المهمة: حدد المدينة التي يُستخدم فيها هذا المثل بشكل شائع.
السؤال: في أي مدينة سعودية يستخدم المثل 'من طق الباب لقى الجواب' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الطائف
الإجابة الصحيحة: أ","المهمة: اشرح أهمية المثل في الثقافة السعودية.
السؤال: ما هي الأهمية الثقافية للمثل 'من طق الباب لقى الجواب'؟
الخيارات:
أ) يعكس قيم العمل والاجتهاد
ب) يشجع على الاعتماد على الآخرين
ج) يبرز أهمية الفرح
د) يعبر عن الشجاعة
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب لاستخدام المثل.
السؤال: في أي حالة من الممكن استخدام المثل 'من طق الباب لقى الجواب'؟
الخيارات:
أ) عندما يتحدث شخص عن الدعم المالي
ب) عندما يستعد شخص لمقابلة عمل
ج) عند محاولة حل مشكلة على مستوى الأسرة
د) عند التحدث عن فوائد الرياضة
الإجابة الصحيحة: ج","المهمة: أكمل الجملة بالمثل المناسب.
السؤال: الشخص الذي يسعى بجد سيجد __________.
الخيارات:
أ) من طق الباب لقى الجواب
ب) كل سحابة فيها خير
ج) الوقت كالسيف
د) أكل العنب حبة حبة
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خطأ.
السؤال: يُعبر المثل 'من طق الباب لقى الجواب' عن ضرورة التعبير عن المشاكل للحصول على الحلول.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للمثل.
السؤال: ما هو المعنى الصحيح للمثل 'من طق الباب لقى الجواب'؟
الخيارات:
أ) لكل فعل ردة فعل مساوية له بالمقدار ومعاكسة له بالاتجاه
ب) كل مجتهد نصيب
ج) الاتكال على الله يفتح الأبواب
د) الصبر مفتاح الفرج
الإجابة الصحيحة: أ"
مين خرج من داره قل مقداره,إلي يمشي من عند ناسوا، يقل قدره,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام المثل: 'مين خرج من داره قل مقداره'.
السؤال: في أي منطقة سعودية يُستخدم المثل 'مين خرج من داره قل مقداره' بشكل أكبر؟
الخيارات:
أ) مكة المكرمة
ب) الرياض
ج) جدة
د) المدينة المنورة
الإجابة الصحيحة: أ","المهمة: شرح معنى المثل في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي للمثل 'مين خرج من داره قل مقداره'؟
الخيارات:
أ) يشير إلى أهمية الروابط الأسرية
ب) يعبّر عن فكرة أن الحياة خارج المدينتين أفضل
ج) يُظهر أن العمل الجاد يؤدي إلى النجاح
د) يتعلق بمعرفة الناس الجدد
الإجابة الصحيحة: أ","المهمة: أين يمكن استخدام المثل: 'مين خرج من داره قل مقداره'؟
السؤال: في أي موقف يمكن استخدام المثل 'مين خرج من داره قل مقداره'؟
الخيارات:
أ) عند الحديث عن أهمية الصداقة
ب) عند فعل الخير
ج) عند الانتقال إلى مدينة جديدة
د) عند مناقشة أهمية العائلة
الإجابة الصحيحة: ج","المهمة: اكمل الفراغ بما يناسب المثل: 'مين خرج من داره ____'.
السؤال: ما هي الكلمة المناسبة لإكمال المثل 'مين خرج من داره ____'؟
الخيارات:
أ) قل مقداره
ب) كسب قدره
ج) فقد أهله
د) زاد مكانته
الإجابة الصحيحة: أ","المهمة: تحديد صحة العبارة المتعلقة بالمثل: 'مين خرج من داره قل مقداره'.
السؤال: تعتبر العبارة 'مين خرج من داره قل مقداره' تشير إلى أهمية المحافظة على العلاقات الاجتماعية.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للعبارة المثل: 'مين خرج من داره قل مقداره'.
السؤال: ما هو المعنى الصحيح للمثل 'مين خرج من داره قل مقداره'؟
الخيارات:
أ) الذي يبتعد عن أهله يقل قيمته
ب) الجالس في بيته له سمعة طيبة
ج) الإنسان الذي لا يعرف الناس لا يُحترم
د) العائد من السفر يعتبر محبوب
الإجابة الصحيحة: أ"
مين شايفك ياللي في الضلام تغمز,مثل يقال عند رؤية شخص يفعل فعلا على غير فائدة,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام المثل.
السؤال: أين يُستخدم المثل 'مين شايفك ياللي في الضلام تغمز' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: ب","المهمة: فسر المثل بناءً على ثقافة المنطقة.
السؤال: يُستخدم مثل 'مين شايفك ياللي في الضلام تغمز' للتعبير عن __________ في الثقافة السعودية.
الخيارات:
أ) أهمية الوضوح
ب) شجاعة الأفراد
ج) الجهل بالحقائق
د) الإيجابية والتفاؤل
الإجابة الصحيحة: أ","المهمة: اختر السياق الصحيح لاستخدام المثل.
السؤال: في أي سياق يُستخدم المثل 'مين شايفك ياللي في الضلام تغمز'؟
الخيارات:
أ) عند توجيه نصيحة لأحد
ب) عند الإشارة إلى شخص لا يفيد مجتمعه
ج) عند التهاني في مناسبة
د) عند الحديث عن النجاح
الإجابة الصحيحة: ب","المهمة: أكمل الجملة باستخدام المثل.
السؤال: المثل الذي يعني عدم فائدة الفعل هو __________.
الخيارات:
أ) مين شايفك ياللي في الضلام تغمز
ب) القرد في عين أمه غزال
ج) عصفور في اليد خير من عشرة على الشجرة
د) عصفور واحد لا يجعل من الربيع
الإجابة الصحيحة: أ","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: يُقال مثل 'مين شايفك ياللي في الضلام تغمز' في حالة سلبية.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للمثل.
السؤال: ما هو المعنى الصحيح للمثل 'مين شايفك ياللي في الضلام تغمز'؟
الخيارات:
أ) مثل يقال عند رؤية شخص يفعل فعلا على غير فائدة
ب) مثل يعبر عن الإعجاب بشخص
ج) مثل يُستخدم للفت الانتباه
د) مثل يدل على الحكمة
الإجابة الصحيحة: أ"
نظرةٌ إلى ميسرة,يقال عند تأجيل الامور الى وقت غير معلوم .يعني لمن ربنا يحلها,Central,"المهمة: حدد المنطقة التي يرتبط بها هذا المصطلح.
السؤال: أين يتم استخدام عبارة 'نظرةٌ إلى ميسرة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الأحساء
د) القصيم
الإجابة الصحيحة: أ","المهمة: صف ما تعنيه 'نظرةٌ إلى ميسرة' في الثقافة السعودية.
السؤال: كيف تعبر 'نظرةٌ إلى ميسرة' عن القيم الثقافية في المجتمع السعودي؟
الخيارات:
أ) تعبير عن المسؤولية المالية
ب) تجسد روح التسرع
ج) يعكس الصبر والتأني في اتخاذ القرارات
د) يميل إلى تفضيل الحياة العصرية
الإجابة الصحيحة: ج","المهمة: اختر الجملة التي تستخدم فيها العبارة بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لعبارة 'نظرةٌ إلى ميسرة'؟
الخيارات:
أ) أحاول دائماً أن أكون واضحاً في قراراتي، لكن في بعض الأحيان أحتاج إلى نظرةٌ إلى ميسرة.
ب) قررت بسرعة دون نظرةٌ إلى ميسرة.
ج) أفضل الجلوس مع الأصدقاء بدلاً من استخدام نظرةٌ إلى ميسرة.
د) سوف أطبق نظرةٌ إلى ميسرة على مشروعي.
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالمصطلح الصحيح.
السؤال: عندما نتحدث عن 'نظرةٌ إلى ميسرة'، فإننا نعني _____ الأمور إلى وقت غير معلوم.
الخيارات:
أ) تأجيل
ب) تقديم
ج) تقييم
د) تنفيذ
الإجابة الصحيحة: أ","المهمة: اقرأ العبارة وحدد ما إذا كانت صحيحة أو خاطئة.
السؤال: العبارة 'نظرةٌ إلى ميسرة' تعني اتخاذ القرارات بسرعة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمصطلح 'نظرةٌ إلى ميسرة'.
السؤال: ما معنى العبارة 'نظرةٌ إلى ميسرة'؟
الخيارات:
أ) التحسين المستمر
ب) تأجيل الأمور لوقت غير معلوم
ج) التخطيط الدقيق
د) اتخاذ القرارات السريعة
الإجابة الصحيحة: ب"
ننقر نقر الغراب، ومالنا كون التراب,يعني صلاتنا سريعة ولا لنا منها غير التراب لان الصلاة غير مقبولة وبدون خشوع,General,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المثل بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم هذا المثل 'ننقر نقر الغراب، ومالنا كون التراب ' بشكل شائع؟
الخيارات:
أ) البحرين
ب) قطر
ج) السعودية
د) الكويت
الإجابة الصحيحة: ج","المهمة: وضح السياق الثقافي للعبارة.
السؤال: ما هو المعنى الثقافي لعبارة 'ننقر نقر الغراب، ومالنا كون التراب' في المجتمع السعودي؟
الخيارات:
أ) تشير إلى أهمية الخشوع في الصلاة
ب) تشير إلى السعادة في الحياة
ج) تشير إلى أهمية العمل
د) تشير إلى العطاء
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تستخدم بشكل صحيح العبارة 'ننقر نقر الغراب'.
السؤال: في أي سياق يمكنك استخدام العبارة 'ننقر نقر الغراب'؟
الخيارات:
أ) عندما نتحدث عن الصلاة
ب) عندما نتحدث عن الرحلات
ج) عندما نتحدث عن الطعام
د) عندما نتحدث عن السفر
الإجابة الصحيحة: أ","المهمة: أكمل الجملة التالية.
السؤال: عبارة 'ننقر نقر الغراب، ومالنا كون ______ ' تدل على عدم الخشوع في الصلاة.
الخيارات:
أ) السماء
ب) التراب
ج) الماء
د) الفرح
الإجابة الصحيحة: ب","المهمة: حدد صحة العبارة التالية.
السؤال: عبارة 'ننقر نقر الغراب' تعني أن الصلاة مقبولة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى المقصود من البيت الشعري.
السؤال: ما هو المقصود بعبارة 'ننقر نقر الغراب، ومالنا كون التراب'؟
الخيارات:
أ) يعني أننا نصلي بسرعة ولا نخشع في الصلاة
ب) يعني أننا نعمل بجد ولا نتعب
ج) يعني أن النجاح يحتاج إلى صبر
د) يعني أن وقت الفراغ مهم
الإجابة الصحيحة: أ"
ولد حاره يفهم بالإشاره,بالفصحى =ابن حي شعبي يفهم بالاشاره بمعنى انه ابناء الاحياء الشعبيه بمجرد الاشاره للشيء يفهمه,Western,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام العبارة.
السؤال: أين يُستخدم المصطلح 'ولد حاره يفهم بالإشاره' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة
الإجابة الصحيحة: أ","المهمة: اشرح ماذا تعني العبارة في ثقافة المجتمع السعودي.
السؤال: ما الذي تعكسه عبارة 'ولد حاره يفهم بالإشاره' عن المجتمع السعودي؟
الخيارات:
أ) التفاهم العميق بين أبناء الأحياء الشعبية
ب) عدم القدرة على التواصل
ج) أهمية الدراسة في المجتمع
د) تقليل قيمة الأشخاص من الأحياء الشعبية
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تستخدم العبارة بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح للعبارة 'ولد حاره يفهم بالإشاره'؟
الخيارات:
أ) أخي في المدرسة له ولد حاره يفهم بالإشاره.
ب) جاء الولد ليلعب مع أصدقائه بعد المدرسة.
ج) ولد حاره يفهم بالإشاره في سوق الحارة.
د) الجملة غير صحيحة.
الإجابة الصحيحة: ج","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يُستخدم مصطلح 'ولد حاره يفهم بالإشاره' للإشارة إلى ________.
الخيارات:
أ) شخص عادي
ب) ابن حي شعبي
ج) غير معروف
د) شخصية بارزة
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: عبارة 'ولد حاره يفهم بالإشاره' تعني أن الشخص غير قادر على الفهم.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة التالية.
السؤال: ما معنى عبارة 'ولد حاره يفهم بالإشاره'؟
الخيارات:
أ) ابن حي شعبي يفهم بالإشارة
ب) ابن عائلة غنية ليس لديه مشاكل
ج) شخص لا يفهم الإشارات
د) شخص طموح يسعى للمعرفة
الإجابة الصحيحة: أ"
يا اطخو يا اكسر مخو,مثل يقولو لما الواحد ما يكون عندو حل وسط يعني يخربها يخربها,Western,"المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: في أي منطقة من السعودية يُستخدم المثل ""يا اطخو يا اكسر مخو"" بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) الدمام
الإجابة الصحيحة: ب","المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: ماذا يعكس المثل ""يا اطخو يا اكسر مخو"" في الثقافة الحجازية؟
الخيارات:
A) الميل إلى الحلول المتوازنة
B) اتخاذ قرارات متطرفة دون وسط
C) التفكير المنطقي في القرارات
D) التردد في اتخاذ القرارات
الإجابة الصحيحة: B (اتخاذ قرارات متطرفة دون وسط)","المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: أي من المواقف التالية يعكس معنى المثل ""يا اطخو يا اكسر مخو"" في الثقافة الحجازية؟
الخيارات:
A) شخص إما أن يدرس 10 ساعات متواصلة أو لا يفتح الكتاب أبدًا.
B) شخص يخصص وقتًا ثابتًا يوميًا للدراسة والمراجعة.
C) شخص يتناقش مع زملائه للوصول إلى حل وسط.
D) شخص يوازن بين الترفيه والعمل بطريقة منظمة.

الإجابة الصحيحة: A (شخص إما أن يدرس 10 ساعات متواصلة أو لا يفتح الكتاب أبدًا.)","المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: حاولنا إقناع سالم بأن يقلل من إنفاقه، لكنه قرر ألا يصرف أي ريال نهائيًا، فقلنا له: ""يا ____ يا اكسر مخو!""
الخيارات:
A) فكر
B) اطخو
C) قرر
D) تراجع

الإجابة الصحيحة: B (اطخو)","المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: المثل ""يا اطخو يا اكسر مخو"" يعني التصرف بعقلانية واتزان.
الخيارات:
A) صحيح
B) خطأ
الإجابة الصحيحة: B (خطأ، المثل يعني عدم وجود حل وسط)","المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
السؤال: ما معنى المثل الحجازي ""يا اطخو يا اكسر مخو""؟
الخيارات:
A) شخص يأخذ الأمور بتوازن
B) شخص لا يعرف الحلول الوسطى
C) شخص يحب المغامرة
D) شخص يتصرف بحكمة
الإجابة الصحيحة: B (شخص لا يعرف الحلول الوسطى)"
يا حبا يا دبا,يطلق هذا المثل ع الي ماعنده حل وسط في حياته,Central,"المهمة: في أي منطقة سعودية يُستخدم المثل 'يا حبا يا دبا' بشكل شائع؟
السؤال: أين يُستخدم هذا المثل عادةً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الأحساء
الإجابة الصحيحة: أ","المهمة: ما هو التفسير الثقافي للمثل 'يا حبا يا دبا' في المجتمع السعودي؟
السؤال: كيف يمكن أن يعبر المثل عن قيم المجتمع السعودي؟
الخيارات:
أ) قبول الحلول الوسطى
ب) التشديد على الالتزامات
ج) عدم التردد في اتخاذ القرارات
د) الخوف من التغيير
الإجابة الصحيحة: ج","المهمة: في أي سياق يمكن استخدام المثل 'يا حبا يا دبا'؟
السؤال: متى يُفضل قول هذا المثل؟
الخيارات:
أ) عندما ينصح شخص ببعض الخيارات
ب) عندما يتحدث شخص عن المشكلة
ج) عندما يواجه شخص موقفًا صعبًا
د) عندما يتعامل شخص مع الحب
الإجابة الصحيحة: ج","المهمة: استكمل الجملة التالية بالمصطلح المناسب.
السؤال: المثل 'يا حبا يا دبا' يعكس شخصية من ____ في حياته.
الخيارات:
أ) لديه حل وسط
ب) لا يتقبل الخيارات
ج) يشجع الآخرين
د) مثالي
الإجابة الصحيحة: ب","المهمة: هل العبارة التالية صحيحة أم خاطئة؟
السؤال: يقول المثل 'يا حبا يا دبا' إن الشخص يمكن أن يمتلك حلول وسط في حياته.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: ما هو المعنى المقصود من المثل 'يا حبا يا دبا'؟
السؤال: هذا المثل يعني:
الخيارات:
أ) الشخص الذي يحب بشدة
ب) من لديه حلول متعددة
ج) الذي لا يملك حل وسط في حياته
د) الشخص السعيد
الإجابة الصحيحة: ج"
يا شين السرج على البقر,يا شين السرج على البقر : يطلق على من تلبّس بلباس هو ليس بكفء له، فالسرج للخيل زينة وأبهة، أما على البقر فقبيح لا حاجة له.,General,"المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: في أي منطقة سعودية يُستخدم المثل ""يا شين السرج على البقر"" بشكل شائع؟
أ) السعودية
ب) الكويت
ج) الإمارات 
د) قطر

 الإجابة الصحيحة: A","المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: ما المغزى الثقافي لمثل ""يا شين السرج على البقر"" في الثقافة السعودية؟
A) التأكيد على أهمية ملاءمة الشخص أو الشيء لمكانه الصحيح
B) الحث على تربية الخيول بدلاً من الأبقار
C) الإشارة إلى أن البقر لا يمكن استخدامه كوسيلة نقل
D) تعزيز مكانة الفروسية في المجتمع السعودي

 الإجابة الصحيحة: A) التأكيد على أهمية ملاءمة الشخص أو الشيء لمكانه الصحيح","المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: أي الجمل التالية تُستخدم فيها عبارة ""يا شين السرج على البقر"" بشكل صحيح؟
A) دخل فهد إلى الاجتماع بملابس رسمية أنيقة تناسب مكانته، فقال زملاؤه: ""يا شين السرج على البقر.""
B) قرر سالم شراء بدلة رسمية لحضور حفل راقٍ، لكنه لم يكن يبدو مرتاحًا فيها، فقال أحدهم: ""يا شين السرج على البقر.""
C) ارتدت الطالبة زي مدرستها الرسمي وحصلت على الثناء من معلمتها التي قالت: ""يا شين السرج على البقر.""
D) اشترى أحمد حصانًا أصيلًا وزينه بسرج فخم، فعلق صديقه قائلاً: ""يا شين السرج على البقر.""

الإجابة الصحيحة: B) قرر سالم شراء بدلة رسمية لحضور حفل راقٍ، لكنه لم يكن يبدو مرتاحًا فيها، فقال أحدهم: ""يا شين السرج على البقر.""","همة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: يُقال المثل ""يا شين السرج على البقر"" عند رؤية شخص _________.
A) يرتدي ملابس فاخرة لكنه لا يبدو مناسبًا لها
B) يقود سيارة فاخرة ببراعة
C) يجيد الفروسية ويتقن ركوب الخيل
D) يمتلك مزرعة مواشٍ ويعتني بها

 الإجابة الصحيحة: A) يرتدي ملابس فاخرة لكنه لا يبدو مناسبًا لها","المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: يُقال المثل ""يا شين السرج على البقر"" لوصف شخص وضعه ومظهره مناسب تمامًا لدوره.
A) صح
B) خطأ

 الإجابة الصحيحة: B) خطأ
التوضيح: المثل يُستخدم للدلالة على عدم تناسب الشخص مع الدور الذي يقوم به، وليس لوصف ملاءمته له.","المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
السؤال: ما المعنى المقصود بالمثل ""يا شين السرج على البقر""؟
A) التحذير من تربية البقر بدلاً من الخيول
B) وصف شخص يقوم بدور لا يناسبه
C) الإشارة إلى أهمية استخدام السرج عند ركوب الحيوانات
D) التعبير عن جمال البقر عند وضع السرج عليه

الإجابة الصحيحة: B) وصف شخص يقوم بدور لا يناسبه"
يا غزال بالقماري وين غزالك بالنهاري,يقال حين يفعل المرء شيئاً في غير وقته,Central,"المهمة: حدد أين يمكن استخدام هذه العبارة بشكل أكثر شيوعاً.
السؤال: أي منطقة سعودية يُستخدم فيها مثل 'يا غزال بالقماري وين غزالك بالنهاري' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل
الإجابة الصحيحة: أ","المهمة: حدد التفسير الثقافي لعبارة 'يا غزال بالقماري وين غزالك بالنهاري'.
السؤال: ما هو التفسير الثقافي للعبارة؟
الخيارات:
أ) تعبر عن العادات الاجتماعية
ب) تعبر عن الفخر بأصول الشخص
ج) تعبر عن النقاش حول المناسبات
د) تعبر عن التوقيت المناسب للأفعال
الإجابة الصحيحة: د","المهمة: اختر السياق الصحيح لاستخدام العبارة.
السؤال: في أي سياق يمكن استخدام 'يا غزال بالقماري وين غزالك بالنهاري'؟
الخيارات:
أ) أثناء العزاء
ب) في حفل زفاف
ج) عند التعجب من تصرفات شخص
د) أثناء النقاش حول الأوقات المناسبة للفعل
الإجابة الصحيحة: د","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: يُستخدم المثل 'يا غزال بالقماري وين غزالك بالنهاري' عندما ___ .
الخيارات:
أ) يحتاج شخص لشيء
ب) يفعل المرء شيئاً في غير وقته
ج) يسأل عن مفقود
د) يحتفل بمناسبة
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا غزال بالقماري وين غزالك بالنهاري' تعني التفكير في أمر غير مناسب في وقته.
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ما معنى عبارة 'يا غزال بالقماري وين غزالك بالنهاري'؟
الخيارات:
أ) يقال عند الفرح
ب) يقال حين يفعل المرء شيئاً في غير وقته
ج) يقال عند الحزن
د) يقال عند السؤال عن شخص مفقود
الإجابة الصحيحة: ب"
يا قلبي يا كتكت ياما تشوف و تسكت.,أن ترى أشياء كثيرة و تحفظها كسر أو تتغاضى عنها.,Western,"المهمة: تحديد المنطقة الأكثر استخدامًا للعبارة.
السؤال: في أي منطقة سعودية تُستخدم العبارة 'يا قلبي يا كتكت ياما تشوف و تسكت' بشكل أكثر شيوعًا؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: أ","المهمة: شرح أهمية العبارة في الثقافة السعودية.
السؤال: ما هو الجانب الثقافي الذي تعبر عنه عبارة 'يا قلبي يا كتكت ياما تشوف و تسكت'؟
الخيارات:
أ) الفصل بين المشاعر
ب) القدرة على تحمل الصعوبات
ج) تقدير المظاهر
د) أهمية القيم العائلية
الإجابة الصحيحة: ب","المهمة: اختيار السياق المناسب لاستخدام العبارة.
السؤال: في أي موقف يمكن استخدام عبارة 'يا قلبي يا كتكت ياما تشوف و تسكت'؟
الخيارات:
أ) أثناء الحديث عن الحب
ب) أثناء مناقشة المشاكل
ج) عند تناول الطعام
د) عند مشاهدة منظر جميل
الإجابة الصحيحة: ب","المهمة: ملء الفراغ بما يناسب المعنى.
السؤال: اكمل الجملة: 'يا قلبي يا كتكت ياما تشوف و ______.'
الخيارات:
أ) تسكت
ب) تتحدث
ج) تفرح
د) تتألم
الإجابة الصحيحة: أ","المهمة: تحديد صحة العبارة.
السؤال: عبارة 'يا قلبي يا كتكت ياما تشوف و تسكت' تعبر عن الرضا بالقليل.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: تحديد المعنى الخاص بالعبارة.
السؤال: ما هو المعنى المقصود بالعبارة 'يا قلبي يا كتكت ياما تشوف و تسكت'؟
الخيارات:
أ) أن ترى أشياء كثيرة و تحفظها
ب) أن تعبر عن الحب
ج) أن تشكو الهموم
د) أن تجري محادثة
الإجابة الصحيحة: أ"
