Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
ما عليه شرهه,"تعني ""معذور عن فعلته"" (( ما عليه شرهه + الشخص المعذور )) (( ما عليه شرهه + سبب العذر <دون استخدام ادوات التعليل>))",Central,"المهمة: حدد المنطقة الأكثر استخدامًا للعبارة 'ما عليه شرهه'.
السؤال: أين يُستخدم المصطلح 'ما عليه شرهه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) حائل
الإجابة الصحيحة: أ","المهمة: اشرح المقصود من العبارة 'ما عليه شرهه' في الثقافة السعودية.
السؤال: 'ما عليه شرهه' تعكس ثقافة الاعتذار والفهم في المجتمع السعودي.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تستخدم العبارة 'ما عليه شرهه' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم عبارة 'ما عليه شرهه' بشكل صحيح؟
الخيارات:
أ) ما عليه شرهه أولاد صغار
ب) يهتم بعمله
ج) ذهب إلى المدرسة
د) قرأ الكتاب
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما نقول 'ما عليه شرهه'، فإننا نعني أنه الشخص _____ عن فعلته.
الخيارات:
أ) مُلام
ب) معذور
ج) نادم
د) متردد
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: العبارة 'ما عليه شرهه' تعني أن الشخص مُلام على فعله.
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح للعبارة 'ما عليه شرهه'.
السؤال: ما هو المعنى الصحيح للعبارة 'ما عليه شرهه'؟
الخيارات:
أ) معذور عن فعلته
ب) مُلام على فعله
ج) يشعر بالندم
د) لم يكن متوقعًا منه
الإجابة الصحيحة: أ"
ما عندك ما عند جدتي,عبارة تهكم تطلق على من لا يفقه شيئا، أو من يدلي بمعلومات خاطئة. لا أدري ما أصلها. فجداتنا معروفات بالحكمة وليس الجهل. لكن مع ذلك تبقى عبارة تهكم منتشرة في السعودية وخصوصا منطقة نجد,General,"المهمة: تحديد الموقع الجغرافي العام الذي تستخدم فيه عبارة 'ما عندك ما عند جدتي' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'ما عندك ما عند جدتي' بشكل أكثر شيوعاً؟
الخيارات:
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت
الإجابة الصحيحة: أ","المهمة: تحديد الفهم الثقافي لعبارة 'ما عندك ما عند جدتي'.
السؤال: ما الذي يعكسه استخدام عبارة 'ما عندك ما عند جدتي' في الثقافة السعودية؟
الخيارات:
أ) تقدير الحكمة.
ب) عدم الاحترام.
ج) التفاخر بالمعرفة.
د) الإشارة إلى الجهل.
الإجابة الصحيحة: أ","المهمة: تحديد الاستخدام الصحيح لعبارة 'ما عندك ما عند جدتي' في سياق.
السؤال: أي من الجمل التالية تستخدم عبارة 'ما عندك ما عند جدتي' بشكل صحيح؟
الخيارات:
أ) أنا أسمع الكثير من الأخبار.
ب) صديقي دائمًا يقول الحقيقة.
ج) إذا لم تكن تعرف يجب أن تقول 'ما عندك ما عند جدتي'!
د) الجدات يعطين نصائح حكيمة.
الإجابة الصحيحة: ج","المهمة: إكمال المعنى باستخدام عبارة 'ما عندك ما عند جدتي'.
السؤال: إذا قال شخص معلومات خاطئة، يمكن أن ترد عليه قائلًا: '_______'.
الخيارات:
أ) أنت تعرف كل شيء.
ب) ما عندك ما عند جدتي.
ج) أحتاج إلى معلومات إضافية.
د) أوافقك الرأي.
الإجابة الصحيحة: ب","المهمة: تحديد صحة العبارة حول الاستخدام الشائع لعبارة 'ما عندك ما عند جدتي'.
السؤال: عبارة 'ما عندك ما عند جدتي' تُستخدم عادة كعبارة تهكم.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: تحديد المعنى العام لعبارة 'ما عندك ما عند جدتي'.
السؤال: ما هو المعنى المقصود من عبارة 'ما عندك ما عند جدتي'؟
الخيارات:
أ) عبارة تدل على عدم المعرفة أو الجهل.
ب) عبارة تعبير عن الاحترام للجدات.
ج) عبارة تشير إلى الحكمة.
د) عبارة تتعلق بالتفاخر.
الإجابة الصحيحة: أ"
ما لك صلاح,لا دخل لك,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'ما لك صلاح' بشكل شائع؟
الخيارات:
أ) الشرقية
ب) الحجاز
ج) الدمام
د) نجد
الإجابة الصحيحة: ب","المهمة: تفسير العبارة في سياقها الثقافي.
السؤال: ما هو التفسير الثقافي لعبارة 'ما لك صلاح' في المجتمع السعودي؟
الخيارات:
أ) تعني أن الشخص ليس لديه الحق بالتدخل
ب) تعني أن الجميع يجب أن يتدخل
ج) تعني أن الموضوع ليس مهماً
د) تعني أن الشخص مُرحب به دائماً
الإجابة الصحيحة: ","المهمة: حدد الاستخدام الصحيح للمصطلح في السياق.
السؤال: أي من العبارات التالية تُظهر استخدام صحيح لعبارة 'ما لك صلاح'؟
الخيارات:
أ) لما جاخي، قلت له 'ما له صلاح' تفهمني.
ب) شكرًا على المساعدة، لكن 'ما له صلاح' في الأمر.
ج) 'ما له صلاح' تعني عليك التدخل.
د) لا تنسى، 'ما له صلاح' عندنا.
الإجابة الصحيحة: ","المهمة: أكمل العبارة باستخدام المصطلح المناسب.
السؤال: إذا قيل لك 'ما لك صلاح,' فالجواب سيكون أنك ____ في الموضوع.
الخيارات:
أ) يجب أن تتدخل
ب) لا لك علاقة
ج) تحتاج المساعدة
د) مهتم بالموضوع
الإجابة الصحيحة: ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'ما لك صلاح' تعني أنه يجب عليك التدخل في الأمور الخاصة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ","المهمة: حدد المعنى الصحيح للمصطلح 'ما لك صلاح'.
السؤال: ما هو المعنى الصحيح لعبارة 'ما لك صلاح'؟
الخيارات:
أ) ليس لك علاقة
ب) يجب عليك المساعدة
ج) أريد مساعدتك
د) لا تهتم
الإجابة الصحيحة: أ"
ما يدري وين الله حاطه,تقال لوصف الشخص الجاهل بالشيء أو يتكلم فيما لا يحسن,Southern,"المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم عبارة ""ما يدري وين الله حاطه"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) أبها 
الجواب الصحيح: D","المهمة: وضح ما تعكسه العبارة عن الثقافة السعودية.
السؤال: ماذا تعكس العبارة 'ما يدري وين الله حاطه' عن الثقافة السعودية؟
الخيارات:
أ) أهمية التعليم
ب) الانتقاد للجهل
ج) تعبير عن الفخر
د) مجاملة للآخرين
الإجابة الصحيحة: ب","المهمة: اختر السياق الصحيح لاستخدام العبارة.
السؤال: في أي سياق يمكن استخدام عبارة 'ما يدري وين الله حاطه'؟
الخيارات:
أ) مدح شخص
ب) التحذير من الجهل
ج) تشجيع التعلم
د) وصف شخص نبيه
الإجابة الصحيحة: ب","### نوع السؤال: املأ الفراغ 
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ""هذا الولد يتفلسف علينا وهو ما يدري وين الله حاطه، يعني أنه ."" 
الخيارات: 
A) خبير في الموضوع 
B) جاهل بما يتحدث فيه 
C) لديه خبرة 
D) متأكّد مما يقول 
الجواب الصحيح: B","### نوع السؤال: صحيح/خطأ 
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: عبارة ""ما يدري وين الله حاطه"" تعني شخص يعرف كل شيء. 
الخيارات: 
A) صحيح 
B) خطأ 
الجواب الصحيح: B 
التفسير: العبارة تصف شخصًا جاهلًا وليس شخصًا يعرف كل شيء.","### نوع السؤال: معنى 
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ما معنى عبارة ""ما يدري وين الله حاطه""؟ 
الخيارات: 
A) يدل على شخص حكيم. 
B) يصف شخصًا جاهلًا أو يتحدث فيما لا يحسن. 
C) يستخدم لوصف مكان. 
D) يعني شخص يشعر بالضياع. 
الجواب الصحيح: B"
ما يديرها,غير بارع أو لا يفقه في أمر معين.,Western,"المهمة: حدد أين تُستخدم عبارة 'ما يديرها' بشكل شائع.
السؤال: في أي منطقة تُستخدم عبارة 'ما يديرها' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة
الإجابة الصحيحة: أ","المهمة: شرح المعنى الثقافي لعبارة 'ما يديرها'.
السؤال: هل عبارة 'ما يديرها' تحمل دلالة ثقافية معينة في المجتمع السعودي؟
الخيارات:
أ) نعم، تعبر عن الفشل في مهارة معينة
ب) لا، ليس لها دلالة ثقافية
ج) نعم، تشير إلى التواضع
د) لا، تعني التفاخر
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لعبارة 'ما يديرها'.
السؤال: أي من الجمل التالية تستخدم عبارة 'ما يديرها' بشكل صحيح؟
الخيارات:
أ) هذا الشخص ما يديرها في البرمجة.
ب) أحب القهوة في الصباح.
ج) المدينة جميلة جداً.
د) أرى الطيور في السماء.
الإجابة الصحيحة: أ","المهمة: أكمل الجملة باستخدام العبارة المناسبة.
السؤال: عندما يلعب في كرة القدم، فإن زميلي ________ في التمريرات.
الخيارات:
أ) ما يديرها
ب) محترف
ج) يعمل بجد
د) يتفوق
الإجابة الصحيحة: أ","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'ما يديرها' تعني أنه بارع في جميع الأمور.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لعبارة 'ما يديرها'.
السؤال: ما معنى عبارة 'ما يديرها'?
الخيارات:
أ) بارع في الأمور
ب) غير بارع في أمر معين
ج) يتقن المهارة
د) يعمل بجد
الإجابة الصحيحة: ب"
ﺟﺰﺍ ﻟﺒﻴّﻪ ﻟﻘﻌﻪ,ﺗﻌﻨﻲ  ﻫﺬﺍ ﺟﺰﺍﺀ ﺍﻟﻤﻌﺮﻭﻑ ﺍﻟﺬﻱ ﻓﻌﻠﺘﻪ ﻟﻚ  ﻫﻜﺬﺍ ﺗﺠﺎﺯﻳﻨﻲ ﺑﺎﻟﺘﻨﻜﺮ,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام المصطلح.
السؤال: أين يُستخدم المصطلح 'جزا لبيّه لقعه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) أبها
ج) الطائف
د) الإمارات
الإجابة الصحيحة: ج","المهمة: ما هو التفسير الثقافي للعبارة.
السؤال: لماذا تُستخدم عبارة ""جزا لبيّه لقعه"" في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن الشكر والتقدير
ب) للتفاخر بالكرم
ج) للوم شخص على رد الإساءة بالمعروف
د) للدعاء بالرزق
الإجابة الصحيحة: ج","المهمة: اختر السياق المناسب لاستخدام العبارة.
السؤال: متى يكون من المناسب أن تقول ""جزا لبيّه لقعه""؟
الخيارات:
أ) عندما يتجاهلك شخص ساعدته من قبل
ب) عند الترحيب بشخص عزيز
ج) في مناسبة فرح
د) أثناء اجتماع رسمي
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: ساعدته في كل شيء، ويوم احتجته، قال لي ما أقدر! قلت له: __________
الخيارات:
أ) جزا لبيّه لقعه
ب) الله يعينك
ج) بسيطة
د) تستاهل
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة ""جزا لبيّه لقعه"" تُقال عند الامتنان لشخص.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني عبارة ""جزا لبيّه لقعه""؟
الخيارات:
أ) شكراً لك على المساعدة
ب) هذا جزاء المعروف اللي سويته لك؟
ج) خذها وأنت ساكت
د) لا تتدخل في شؤوني
الإجابة الصحيحة: ب"
يتحقرص و يتمقرص ,كناية عن انه متضايق ، يعني اثنين يتكلمون ب شي والثالث يتحقرص ويتمقرص يبي يعرف وش يقولون,Central,"المهمة: حدد أين يمكن أن يستخدم هذا المصطلح بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'يتحقرص و يتمقرص' بشكل أكبر؟
الخيارات:
أ) مكة
ب) الرياض
ج) الدمام
د) جدة
الإجابة الصحيحة: ب","المهمة: فكر في السياقات الثقافية لهذا التعبير.
السؤال: لماذا تُستخدم عبارة ""يتحقرص ويتمقرص"" في الثقافة السعودية؟
الخيارات:
أ) للدعابة عند وصف شخص فضولي ومتضايق
ب) للتعبير عن الغضب الشديد
ج) كدعاء لشفاء مريض
د) لوصف شخص كريم
الإجابة الصحيحة: أ","المهمة: اختر الخيار المناسب لاستخدام التعبير.
السؤال: متى يكون من المناسب أن تقول ""يتحقرص ويتمقرص""؟
الخيارات:
أ) إذا كنت تصف شخصًا يشعر بالفضول والغيرة من بعيد
ب) عندما ينجز شخص مهمة بنجاح
ج) إذا أحد قدم هدية
د) أثناء مدح شخص أمام الجميع
الإجابة الصحيحة: أ","المهمة: اكمل الجملة بما يناسب.
السؤال: كنا نتكلم عن موضوع خاص، وهو ساكت بس واضح عليه إنه __________
الخيارات:
أ) يتحقرص ويتمقرص
ب) نام بدري
ج) مو مركز
د) طلع برا
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة ""يتحقرص ويتمقرص"" تُقال لمن يفرح بنجاح الآخرين.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للتعبير.
السؤال: ماذا تعني عبارة ""يتحقرص ويتمقرص""؟
الخيارات:
أ) يشعر بالفرح الشديد
ب) يجهّز نفسه للنوم
ج) يتضايق لأنه ما فهم أو ما شارك
د) يضحك بصوت عالٍ
الإجابة الصحيحة: ج"
مالي به,تستخدم غالباً مع الاكل عندما تريد رفض الطعام المقدم لك تقول مالي به,Southern,"المهمة: حدد المدينة أو المنطقة التي يرتبط بها الاستخدام الشائع لعبارة 'مالي به'.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'مالي به' بشيوع؟
الخيارات:
أ) الرياض
ب) جدة
ج) نجران
د) حائل
الإجابة الصحيحة: ج","المهمة: اشرح العبارة 'مالي به' واستخدامها في التواصل اليومي.
السؤال: لماذا يُستخدم تعبير 'مالي به' في الثقافة السعودية؟
الخيارات:
أ) لأنه يعكس التواضع
ب) لأنه يدل على الكرم
ج) لأنه يُظهر عدم الرغبة في الطعام
د) لأنه يشير إلى الشبع
الإجابة الصحيحة: ج","المهمة: اختر الجملة التي تستخدم العبارة 'مالي به' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن استخدام صحيح لعبارة 'مالي به'؟
الخيارات:
أ) أكيد كل شيء طيب، مالي به.
ب) مالي به، شكرًا.
ج) أريد سلطة، مالي به.
د) مالي به، هل هناك حلوى؟
الإجابة الصحيحة: ب","المهمة: أكمل الجملة التالية بالعبارة المناسبة.
السؤال: عندما قدّم لي الطعام، قلت له: '__________'.
الخيارات:
أ) دعني أتناول المزيد
ب) مالي به
ج) الطعم ممتاز
د) أريد شيئاً آخر
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة التالية صحيحة أو خاطئة.
السؤال: عبارة 'مالي به' تستخدم للإشارة إلى الرغبة في تناول الطعام.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لعبارة 'مالي به'.
السؤال: ماذا تعني عبارة 'مالي به' في اللهجة السعودية؟
الخيارات:
أ) أريد المزيد من الطعام
ب) لا أريد الطعام المقدم
ج) الطعام لذيذ جداً
د) الطعام غير كافٍ
الإجابة الصحيحة: ب"
مالي خلق,يعني انا غير موافق لانني منهك تعبان او مطنش,General,"المهمة: حدد أي دولة تستخدم المصطلح بشكل رئيسي.
السؤال: في أي دولة يستخدم مصطلح 'مالي خلق' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين
الإجابة الصحيحة: أ","المهمة: فسر العبارة في سياقها الثقافي.
السؤال: لماذا يعتبر تعبير 'مالي خلق' شائعاً في اللهجة السعودية؟
الخيارات:
أ) لأنه يعبر عن الحماسة
ب) لأنه يدل على الانشغال
ج) لأنه يعكس التعب أو الإحباط
د) لأنه يشير لمزاج جيد
الإجابة الصحيحة: ج","المهمة: اختر الجملة التي تعبر عن الاستخدام الصحيح للعبارة.
السؤال: أي من الجمل التالية تستخدم فيها 'مالي خلق' بشكل صحيح؟
الخيارات:
أ) اليوم كان يوماً ممتعاً، مالي خلق أتحدث معك.
ب) الجو جميل، مالي خلق أروح البحر.
ج) أنا سعيد جداً، مالي خلق أنام.
د) أحب الطعام، مالي خلق أطبخ.
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: أنا أريد الخروج لكن __________ لذلك مالي خلق.
الخيارات:
أ) أنا سعيد
ب) أنا متعب
ج) أنا شغول
د) أنا مستمتع
الإجابة الصحيحة: ب","المهمة: قرر ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'مالي خلق' تعني أن الشخص يشعر بالنشاط.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","### نوع السؤال: معنى
المهمة: اختر فقط جوابًا واحدًا بدون أي ملاحظات. 
السؤال: ما معنى عبارة ""مالي خلق""؟ 
الخيارات: 
A) أشعر بالسعادة 
B) أنا متعب وغير قادر على الموافقة 
C) أحتاج إلى مساعدة 
D) أريد الذهاب إلى مكان آخر 
الإجابة الصحيحة: B (أنا متعب وغير قادر على الموافقة)
"
ماهو تشى,كلمة جيزانية تعني : ماذا تريد عامية : وش تبغى,Southern,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح بشكل رئيسي.
السؤال: في أي منطقة تُستخدم عبارة 'ماهو تشى' بشكل شائع؟
الخيارات:
أ) جازان
ب) جدة
ج) حائل
د) الطائف
الإجابة الصحيحة: أ","المهمة: اشرح المعنى الثقافي للعبارة.
السؤال: ما هي أهمية استخدام عبارة 'ماهو تشى' في التواصل الاجتماعي في المجتمع السعودي؟
الخيارات:
أ) تعكس الترابط الاجتماعي وحرارة الترحيب
ب) تعني الاستفسار عن الوقت
ج) تستخدم للحديث عن الأخبار
د) لا تعني شيئاً
الإجابة الصحيحة: أ","المهمة: استخدم المصطلح في جملة مناسبة.
السؤال: في أي سياق يمكن استخدام عبارة 'ماهو تشى'؟
الخيارات:
أ) عندما تسأل عن شيء يريده الشخص
ب) عندما تسأل عن الوقت
ج) عندما تتحدث عن الطقس
د) عندما تتبادل التحيات
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: إذا قال لك شخص 'ماهو تشى'، فإنه يسأل عن __________.
الخيارات:
أ) ماذا تريد
ب) أين تسكن
ج) من أين أتيت
د) ماذا تفعل
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: 'ماهو تشى' تعني بالعامية 'وش تسوي'.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لعبارة 'ماهو تشى'.
السؤال: ما المقصود بعبارة 'ماهو تشى'؟
الخيارات:
أ) ماذا تريد
ب) أين أنت
ج) كيف حالك
د) من أين أنت
الإجابة الصحيحة: أ"
مبزره,تقال عند تصرف اي شخصاً كان متصرفا تصرف صغار,Western,"المهمة: حدد أي منطقة سعودية يرتبط بها استخدام كلمة 'مبزره'.
السؤال: أين يُستخدم المصطلح 'مبزره' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: ب","المهمة: اختر التفسير الصحيح لكلمة 'مبزره' في السياق الثقافي.
السؤال: لماذا تُستخدم كلمة 'مبزره' في المجتمع الحجازي؟
الخيارات:
أ) للإشارة إلى نضج الشخص
ب) للإشارة إلى تصرفات غير ناضجة
ج) للإشارة إلى التصرفات الملكية
د) للإشارة إلى التصرفات التقليدية
الإجابة الصحيحة: ب","المهمة: اختر الجملة الصحيحة التي تحتوي على كلمة 'مبزره'.
السؤال: أي من الجمل التالية تستخدم كلمة 'مبزره' بشكل صحيح؟
الخيارات:
أ) شغل المبزره ذا.
ب) تصرفت بشكل مبزره.
ج) هذه القصة مبزره.
د) الأجواء هنا مبزره.
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالعبارة الصحيحة.
السؤال: عندما يتصرف الشخص بشكل غير ناضج، نقول إنه يتصرف __.
الخيارات:
أ) ملكي
ب) مبزره
ج) ناضج
د) حكيم
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'مبزره' تعني التصرف بصورة ناضجة.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لكلمة 'مبزره'.
السؤال: ما هو المعنى المقصود بكلمة 'مبزره' في اللهجة الحجازية؟
الخيارات:
أ) تصرف ملكي
ب) تصرف طبيعي
ج) تصرف صغار
د) تصرف حكيم
الإجابة الصحيحة: ج"
مُبّطِي,مبطي تعني منذ زمن ( من زمان ),Central,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المصطلح بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'مُبّطِي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الباحة
الإجابة الصحيحة: د","المهمة: فسر العلاقة الثقافية لكلمة 'مُبّطِي'.
السؤال: ما معنى كلمة 'مُبّطِي' في الثقافة السعودية؟
الخيارات:
أ) تعكس مصطلحاً للزمن الطويل
ب) تعني شيئاً سريعاً
ج) تدل على الانتهاء الفوري
د) تشير إلى شيئاً حديثاً
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'مُبّطِي'.
السؤال: أي من الجمل التالية يستخدم كلمة 'مُبّطِي' بشكل صحيح؟
الخيارات:
أ) أنا مبطي أدرس
ب) لقد مضى على هذا الأمر مبطي
ج) نذهب مبطي إلى السوق
د) سأنهيها مبطي
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما سألنا عن اختباراتهم، قالوا 'من ______ منتهية'.
الخيارات:
أ) مبطي
ب) جديد
ج) قريبا
د) لاحقا
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'مُبّطِي' تعني 'من زمان'.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ","المهمة: حدد المعنى الصحيح لكلمة 'مُبّطِي'.
السؤال: ماذا تعني كلمة 'مُبّطِي'؟
الخيارات:
أ) من الآن
ب) منذ زمن
ج) في المستقبل
د) حالاً
الإجابة الصحيحة: ب"
محد قدك ,لا احد يصل الى المرتبة التي انت فيها,Western,"المهمة: حدد المنطقة الأكثر استخدامًا للعبارة.
السؤال: أين يُستخدم المصطلح 'محد قدك ' بشكل أكثر شيوعًا؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها
الإجابة الصحيحة: أ","المهمة: فسر العبارة من حيث ثقافتها.
السؤال: كيف تعكس عبارة 'محد قدك' ثقافة المجاملات في المجتمع السعودي؟
الخيارات:
أ) تعبر عن التفاؤل والدعم
ب) تعبر عن التحدي والمنافسة
ج) تعبر عن الكسل وعدم الجدية
د) تعبر عن الحزن والقلق
الإجابة الصحيحة: أ","المهمة: حدد استخدام العبارة في السياق الصحيح.
السؤال: في أي سياق يمكن استخدام العبارة 'محد قدك '؟
الخيارات:
أ) عند الإشادة بشخص لتفوقه
ب) عند التعبير عن الاعتذار
ج) عند الانتقاد
د) عند الإشارة إلى الفشل
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: لقاء الأصدقاء دائماً ما يكون ممتعاً، وخصوصاً إذا كان مع شخص مثل ______.
الخيارات:
أ) محد قدك 
ب) إنسان عادي
ج) شخص مجهول
د) شخص غريب
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'محد قدك ' تعني أن هناك الكثير من الأشخاص بقوة أكبر.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ","المهمة: حدد معنى العبارة 'محد قدك '.
السؤال: ماذا تعني عبارة 'محد قدك'؟
الخيارات:
أ) لا أحد يصل إلى المرتبة التي أنت فيها
ب) لديك صديق مخلص
ج) يجب أن تكون متفائلاً
د) أنت في حالة جيدة
الإجابة الصحيحة: أ"
يا ملحك,ما أجملك او يازينك,Central,"المهمة: حدد المنطقة التي يتم استخدام كلمة 'يا ملحك' فيها.
السؤال: أين يُستخدم المصطلح 'يا ملحك' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الدمام
ج) الرياض
د) أبها
الإجابة الصحيحة: ج","المهمة: اذكر كيف تعكس كلمة 'يا ملحك' قيمة ثقافية.
السؤال: كيف تعبر الكلمة يا ملحك' عن الجمال في الثقافة السعودية؟
الخيارات:
أ) تعكس الإيجابية والجمال
ب) تشير إلى القبح
ج) تعبر عن العادات السيئة
د) لا تعكس أي قيمة ثقافية
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'يا ملحك'.
السؤال: أي من الجمل التالية يستخدم كلمة 'يا ملحك' بشكل صحيح؟
الخيارات:
أ) الجو اليوم يا ملحك
ب) منظر الحديقة يا ملحك
ج) الطعام هنا يا ملحك
د) هذا الصباح، يا ملحك!
الإجابة الصحيحة: د","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: كلمة 'يا ملحك' تعني ______.
الخيارات:
أ) ما أجملك
ب) ما أسوأك
ج) ما عادي
د) ما غريب
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'يا ملحك' تعني 'ما أقبحك'.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لكلمة 'يا ملحك'.
السؤال: ما معنى كلمة 'يا ملحك'؟
الخيارات:
أ) ما أجملك
ب) ما أقبحك
ج) ما أسوأك
د) ما أروعك
الإجابة الصحيحة: أ"
